Geo,Year,HhPropIncQ1,HhPropIncQ2,HhPropIncQ3,HhPropIncQ4
361,2035,0.3,0.13,0.22,0.35
362,2035,0.16,0.18,0.37,0.29
363,2035,0.2,0.18,0.25,0.37
364,2035,0.39,0.28,0.19,0.14
365,2035,0.13,0.27,0.29,0.31
366,2035,0.08,0.25,0.31,0.36
367,2035,0.18,0.2,0.39,0.23
368,2035,0.14,0.19,0.3,0.37
369,2035,0.28,0.32,0.24,0.16
370,2035,0.18,0.36,0.26,0.2
371,2035,0.24,0.36,0.33,0.07
372,2035,0.16,0.16,0.32,0.36
373,2035,0.21,0.23,0.32,0.24
374,2035,0.12,0.27,0.26,0.35
375,2035,0.32,0.36,0.17,0.15
376,2035,0.2,0.24,0.29,0.27
377,2035,0.45,0.37,0.14,0.04
378,2035,0.08,0.19,0.4,0.33
379,2035,0.22,0.22,0.27,0.29
380,2035,0.12,0.24,0.31,0.33
381,2035,0.16,0.34,0.27,0.23
382,2035,0.18,0.26,0.26,0.3
383,2035,0.09,0.15,0.26,0.5
384,2035,0.02,0.18,0.32,0.48
385,2035,0.09,0.24,0.22,0.45
386,2035,0.27,0.25,0.32,0.16
387,2035,0.42,0.27,0.26,0.05
388,2035,0.27,0.36,0.2,0.17
389,2035,0.2,0.21,0.32,0.27
390,2035,0.16,0.34,0.21,0.29
391,2035,0.53,0.13,0.23,0.11
392,2035,0.17,0.32,0.34,0.17
393,2035,0.25,0.17,0.28,0.3
394,2035,0.14,0.22,0.29,0.35
395,2035,0.14,0.35,0.35,0.16
396,2035,0.42,0.27,0.23,0.08
397,2035,0.32,0.23,0.23,0.22
398,2035,0.18,0.35,0.26,0.21
399,2035,0.39,0.16,0.25,0.2
400,2035,0.09,0.24,0.33,0.34
401,2035,0.09,0.09,0.27,0.55
402,2035,0.11,0.28,0.26,0.35
403,2035,0.22,0.24,0.27,0.27
404,2035,0.12,0.23,0.38,0.27
405,2035,0.23,0.24,0.3,0.23
406,2035,0.56,0.24,0.14,0.06
407,2035,0.28,0.41,0.19,0.12
408,2035,0.17,0.25,0.26,0.32
409,2035,0.38,0.21,0.22,0.19
410,2035,0.36,0.26,0.27,0.11
411,2035,0.29,0.38,0.19,0.14
412,2035,0.44,0.37,0.16,0.03
413,2035,0.19,0.39,0.27,0.15
414,2035,0.13,0.28,0.32,0.27
415,2035,0.38,0.39,0.15,0.08
416,2035,0.28,0.29,0.28,0.15
417,2035,0.63,0.35,0.02,0
418,2035,0.39,0.25,0.25,0.11
419,2035,0.3,0.31,0.21,0.18
420,2035,0.18,0.4,0.32,0.1
421,2035,0.35,0.22,0.24,0.19
422,2035,0.25,0.25,0.31,0.19
423,2035,0.23,0.24,0.26,0.26
424,2035,0.22,0.29,0.25,0.24
425,2035,0.42,0.38,0.14,0.06
426,2035,0.6,0.18,0.18,0.04
427,2035,0.3,0.38,0.22,0.1
428,2035,0.41,0.41,0.16,0.03
429,2035,0.29,0.16,0.3,0.25
430,2035,0.35,0.32,0.18,0.15
431,2035,0.18,0.27,0.34,0.21
432,2035,0.25,0.38,0.21,0.16
433,2035,0.53,0.19,0.13,0.15
434,2035,0.1,0.24,0.34,0.32
435,2035,0.18,0.49,0.24,0.09
436,2035,0.15,0.17,0.38,0.3
437,2035,0.11,0.27,0.3,0.32
438,2035,0.14,0.29,0.36,0.21
439,2035,0.34,0.3,0.31,0.05
440,2035,0.36,0.26,0.32,0.06
441,2035,0.29,0.17,0.29,0.25
442,2035,0.17,0.23,0.41,0.19
443,2035,0.21,0.34,0.23,0.22
444,2035,0.33,0.35,0.17,0.15
445,2035,0.6,0.23,0.13,0.04
446,2035,0.53,0.36,0.09,0.02
447,2035,0.45,0.27,0.22,0.06
448,2035,0.37,0.34,0.24,0.05
449,2035,0.2,0.37,0.25,0.18
450,2035,0.34,0.28,0.3,0.08
451,2035,0.37,0.26,0.27,0.1
452,2035,0.31,0.24,0.28,0.17
453,2035,0.42,0.3,0.18,0.1
454,2035,0.46,0.24,0.14,0.16
455,2035,0.57,0.32,0.09,0.02
456,2035,0.23,0.19,0.23,0.35
457,2035,0.32,0.26,0.2,0.22
458,2035,0.39,0.28,0.2,0.13
459,2035,0.28,0.23,0.21,0.28
1,2040,0.16,0.24,0.3,0.3
2,2040,0.24,0.21,0.28,0.28
3,2040,0.17,0.2,0.38,0.25
4,2040,0.12,0.16,0.2,0.52
5,2040,0.15,0.2,0.4,0.25
6,2040,0.2,0.34,0.35,0.11
7,2040,0.3,0.42,0.21,0.07
8,2040,0.34,0.35,0.24,0.07
9,2040,0.48,0.25,0.22,0.05
10,2040,0.44,0.35,0.16,0.05
11,2040,0.33,0.26,0.22,0.19
12,2040,0.34,0.31,0.29,0.06
13,2040,0.25,0.26,0.29,0.2
14,2040,0.37,0.28,0.23,0.12
15,2040,0.3,0.24,0.26,0.2
16,2040,0.44,0.23,0.23,0.1
17,2040,0.32,0.21,0.25,0.22
18,2040,0.34,0.35,0.2,0.11
19,2040,0.31,0.17,0.18,0.34
20,2040,0.34,0.27,0.23,0.16
21,2040,0.14,0.16,0.19,0.51
22,2040,0.18,0.32,0.25,0.25
23,2040,0.08,0.32,0.25,0.35
24,2040,0.24,0.24,0.27,0.25
25,2040,0.17,0.21,0.33,0.29
26,2040,0.22,0.27,0.2,0.31
27,2040,0.34,0.34,0.28,0.04
28,2040,0.25,0.38,0.3,0.07
29,2040,0.35,0.35,0.22,0.08
30,2040,0.36,0.25,0.2,0.19
31,2040,0.25,0.19,0.28,0.28
32,2040,0.09,0.14,0.22,0.55
33,2040,0.36,0.27,0.21,0.16
34,2040,0.33,0.18,0.24,0.25
35,2040,0.26,0.18,0.2,0.36
36,2040,0.44,0.2,0.22,0.14
37,2040,0.06,0.14,0.27,0.53
38,2040,0.26,0.19,0.22,0.33
39,2040,0.05,0.12,0.21,0.62
40,2040,0.09,0.17,0.38,0.36
41,2040,0.16,0.16,0.23,0.45
42,2040,0.09,0.15,0.24,0.52
43,2040,0.2,0.21,0.3,0.3
44,2040,0.14,0.25,0.24,0.37
45,2040,0.11,0.35,0.31,0.23
46,2040,0.22,0.36,0.27,0.15
47,2040,0.27,0.27,0.26,0.2
48,2040,0.47,0.24,0.13,0.16
49,2040,0.16,0.18,0.25,0.41
50,2040,0.13,0.18,0.3,0.39
51,2040,0.17,0.22,0.28,0.33
52,2040,0.47,0.29,0.18,0.06
53,2040,0.33,0.28,0.21,0.18
54,2040,0.58,0.24,0.12,0.06
55,2040,0.36,0.33,0.18,0.13
56,2040,0.29,0.26,0.26,0.19
57,2040,0.13,0.22,0.28,0.37
58,2040,0.31,0.31,0.25,0.13
59,2040,0.25,0.31,0.24,0.2
60,2040,0.26,0.21,0.23,0.3
61,2040,0.36,0.29,0.21,0.14
62,2040,0.22,0.28,0.24,0.26
63,2040,0.34,0.29,0.2,0.17
64,2040,0.41,0.28,0.21,0.1
65,2040,0.21,0.22,0.27,0.3
66,2040,0.29,0.38,0.23,0.1
67,2040,0.12,0.36,0.28,0.24
68,2040,0.56,0.18,0.16,0.1
69,2040,0.23,0.22,0.35,0.2
70,2040,0.48,0.25,0.17,0.1
71,2040,0.33,0.35,0.21,0.11
72,2040,0.34,0.16,0.31,0.19
73,2040,0.24,0.1,0.3,0.36
74,2040,0.2,0.11,0.12,0.57
75,2040,0.03,0.05,0.23,0.69
76,2040,0.15,0.09,0.1,0.66
77,2040,0.33,0.09,0.16,0.42
78,2040,0.51,0,0.24,0.25
79,2040,0.39,0.11,0.26,0.24
80,2040,0.02,0.11,0.48,0.39
81,2040,0.2,0.2,0.12,0.48
82,2040,0.18,0.33,0.34,0.15
83,2040,0.2,0.1,0.26,0.44
84,2040,0.27,0.17,0.27,0.29
85,2040,0.23,0.22,0.22,0.33
86,2040,0.05,0.11,0.24,0.6
87,2040,0.13,0.17,0.28,0.42
88,2040,0.14,0.1,0.17,0.59
89,2040,0.19,0.11,0.22,0.48
90,2040,0.2,0.22,0.15,0.43
91,2040,0.14,0.21,0.29,0.36
92,2040,0.08,0.19,0.16,0.57
93,2040,0.08,0.09,0.32,0.51
94,2040,0.11,0.21,0.35,0.33
95,2040,0.19,0.22,0.25,0.34
96,2040,0.15,0.17,0.27,0.41
97,2040,0.28,0.23,0.23,0.26
98,2040,0.1,0.19,0.23,0.48
99,2040,0.25,0.2,0.27,0.28
100,2040,0.15,0.19,0.31,0.35
101,2040,0.21,0.27,0.19,0.33
102,2040,0.15,0.11,0.11,0.63
103,2040,0.17,0.08,0.16,0.59
104,2040,0.08,0.1,0.18,0.64
105,2040,0.05,0.08,0.17,0.7
106,2040,0.09,0.21,0.33,0.37
107,2040,0.3,0.32,0.21,0.17
108,2040,0.29,0.18,0.34,0.19
109,2040,0.69,0.07,0.24,0
110,2040,0.49,0.24,0.15,0.12
111,2040,0.38,0.22,0.26,0.14
112,2040,0.57,0.23,0.12,0.08
113,2040,0.41,0.36,0.19,0.04
114,2040,0.33,0.25,0.23,0.19
115,2040,0.41,0.29,0.21,0.09
116,2040,0.26,0.43,0.18,0.13
117,2040,0.31,0.24,0.31,0.15
118,2040,0.35,0.29,0.24,0.12
119,2040,0.42,0.27,0.18,0.13
120,2040,0.36,0.37,0.19,0.08
121,2040,0.65,0.21,0.11,0.03
122,2040,0.43,0.35,0.18,0.04
123,2040,0.59,0.2,0.17,0.04
124,2040,0.36,0.39,0.19,0.06
125,2040,0.38,0.38,0.22,0.02
126,2040,0.4,0.3,0.24,0.06
127,2040,0.36,0.38,0.17,0.09
128,2040,0.24,0.24,0.31,0.21
129,2040,0.29,0.31,0.33,0.07
130,2040,0.51,0.37,0.1,0.02
131,2040,0.44,0.25,0.16,0.15
132,2040,0.36,0.33,0.18,0.13
133,2040,0.41,0.36,0.11,0.12
134,2040,0.43,0.28,0.23,0.06
135,2040,0.46,0.34,0.16,0.04
136,2040,0.38,0.25,0.26,0.11
137,2040,0.26,0.29,0.28,0.17
138,2040,0.37,0.23,0.23,0.17
139,2040,0.37,0.21,0.2,0.22
140,2040,0.32,0.42,0.2,0.06
141,2040,0.49,0.28,0.16,0.07
142,2040,0.45,0.22,0.24,0.09
143,2040,0.52,0.34,0.09,0.05
144,2040,0.51,0.24,0.14,0.11
145,2040,0.37,0.35,0.2,0.08
146,2040,0.65,0.2,0.13,0.02
147,2040,0.5,0.21,0.22,0.07
148,2040,0.45,0.31,0.15,0.09
149,2040,0.09,0.29,0.29,0.33
150,2040,0.18,0.39,0.25,0.18
151,2040,0.16,0.35,0.3,0.19
152,2040,0.21,0.2,0.32,0.27
153,2040,0.28,0.28,0.24,0.2
154,2040,0.52,0.26,0.15,0.07
155,2040,0.22,0.27,0.33,0.18
156,2040,0.32,0.39,0.23,0.06
157,2040,0.2,0.39,0.28,0.13
158,2040,0.27,0.26,0.26,0.21
159,2040,0.48,0.35,0.12,0.05
160,2040,0.25,0.25,0.29,0.21
161,2040,0.23,0.31,0.29,0.17
162,2040,0.12,0.24,0.33,0.31
163,2040,0.3,0.3,0.16,0.23
164,2040,0.14,0.31,0.33,0.22
165,2040,0.42,0.29,0.17,0.12
166,2040,0.25,0.2,0.34,0.21
167,2040,0.5,0.17,0.23,0.1
168,2040,0.35,0.42,0.15,0.08
169,2040,0.16,0.33,0.28,0.23
170,2040,0.51,0.07,0.07,0.35
171,2040,0.25,0.25,0.25,0.25
172,2040,0.12,0.09,0.25,0.54
173,2040,0.18,0.2,0.19,0.43
174,2040,0.11,0.25,0.25,0.39
175,2040,0.18,0.18,0.21,0.43
176,2040,0.11,0.18,0.21,0.5
177,2040,0.17,0.25,0.22,0.36
178,2040,0.09,0.08,0.18,0.65
179,2040,0.04,0.13,0.31,0.52
180,2040,0.14,0.14,0.21,0.51
181,2040,0.12,0.1,0.18,0.6
182,2040,0.1,0.12,0.26,0.52
183,2040,0.16,0.26,0.16,0.42
184,2040,0.11,0.2,0.23,0.46
185,2040,0.13,0.17,0.26,0.44
186,2040,0.35,0.26,0.23,0.16
187,2040,0.34,0.31,0.26,0.09
188,2040,0.32,0.26,0.32,0.09
189,2040,0.31,0.31,0.27,0.11
190,2040,0.5,0.21,0.13,0.16
191,2040,0.18,0.32,0.28,0.22
192,2040,0.19,0.25,0.34,0.22
193,2040,0.15,0.22,0.34,0.29
194,2040,0.33,0.37,0.2,0.1
195,2040,0.31,0.31,0.27,0.11
196,2040,0.26,0.34,0.25,0.15
197,2040,0.15,0.25,0.33,0.27
198,2040,0.43,0.23,0.23,0.11
199,2040,0.37,0.35,0.19,0.09
200,2040,0.24,0.24,0.33,0.19
201,2040,0.26,0.23,0.35,0.16
202,2040,0.12,0.38,0.28,0.22
203,2040,0.1,0.26,0.32,0.32
204,2040,0.4,0.18,0.28,0.14
205,2040,0.73,0.13,0.07,0.07
206,2040,0.64,0.22,0.1,0.04
207,2040,0.07,0.18,0.39,0.36
208,2040,0.15,0.32,0.21,0.32
209,2040,0.07,0.18,0.27,0.48
210,2040,0.11,0.19,0.28,0.42
211,2040,0.23,0.18,0.34,0.25
212,2040,0.2,0.26,0.3,0.24
213,2040,0.27,0.39,0.24,0.1
214,2040,0.33,0.29,0.26,0.12
215,2040,0.11,0.27,0.37,0.25
216,2040,0.31,0.24,0.27,0.18
217,2040,0.21,0.42,0.2,0.17
218,2040,0.18,0.25,0.3,0.27
219,2040,0.11,0.11,0.25,0.53
220,2040,0.17,0.22,0.18,0.43
221,2040,0.2,0.16,0.29,0.35
222,2040,0.2,0.38,0.22,0.2
223,2040,0.17,0.2,0.25,0.38
224,2040,0.27,0.23,0.19,0.31
225,2040,0.28,0.3,0.3,0.12
226,2040,0.12,0.22,0.37,0.29
227,2040,0.26,0.31,0.31,0.12
228,2040,0.36,0.29,0.22,0.13
229,2040,0.16,0.2,0.38,0.26
230,2040,0.25,0.29,0.21,0.25
231,2040,0.12,0.24,0.31,0.33
232,2040,0.11,0.26,0.32,0.31
233,2040,0.09,0.21,0.35,0.35
234,2040,0.13,0.22,0.37,0.28
235,2040,0.29,0.27,0.24,0.2
236,2040,0.22,0.37,0.31,0.1
237,2040,0.29,0.29,0.24,0.17
238,2040,0.21,0.25,0.32,0.22
239,2040,0.14,0.25,0.3,0.3
240,2040,0.22,0.23,0.27,0.27
241,2040,0.24,0.3,0.26,0.2
242,2040,0.25,0.3,0.35,0.1
243,2040,0.43,0.29,0.21,0.07
244,2040,0.22,0.37,0.28,0.13
245,2040,0.27,0.29,0.22,0.22
246,2040,0.29,0.36,0.23,0.12
247,2040,0.19,0.24,0.38,0.19
248,2040,0.2,0.31,0.27,0.22
249,2040,0.24,0.28,0.15,0.33
250,2040,0.27,0.24,0.24,0.25
251,2040,0.04,0.84,0.12,0
252,2040,0.16,0.22,0.28,0.34
253,2040,0.05,0.14,0.27,0.54
254,2040,0.16,0.21,0.24,0.39
255,2040,0.11,0.19,0.23,0.47
256,2040,0.3,0.27,0.16,0.27
257,2040,0.29,0.15,0.16,0.4
258,2040,0.32,0.22,0.18,0.28
259,2040,0.23,0.19,0.25,0.33
260,2040,0.1,0.17,0.39,0.34
261,2040,0.6,0.19,0.13,0.08
262,2040,0.26,0.23,0.28,0.23
263,2040,0.26,0.29,0.24,0.21
264,2040,0.16,0.22,0.3,0.32
265,2040,0.27,0.13,0.31,0.29
266,2040,0.37,0.37,0.17,0.09
267,2040,0.17,0.26,0.26,0.31
268,2040,0.24,0.2,0.3,0.26
269,2040,0.42,0.26,0.14,0.18
270,2040,0.47,0.21,0.23,0.09
271,2040,0.31,0.36,0.21,0.12
272,2040,0.49,0.3,0.16,0.05
273,2040,0.45,0.26,0.17,0.12
274,2040,0.52,0.17,0.22,0.09
275,2040,0.25,0.3,0.3,0.16
276,2040,0.26,0.25,0.28,0.21
277,2040,0.22,0.16,0.24,0.38
278,2040,0.22,0.22,0.29,0.27
279,2040,0.15,0.12,0.27,0.46
280,2040,0.08,0.08,0.19,0.65
281,2040,0.22,0.19,0.23,0.36
282,2040,0.11,0.14,0.31,0.44
283,2040,0.12,0.18,0.27,0.43
284,2040,0.05,0.11,0.27,0.57
285,2040,0.13,0.11,0.22,0.54
286,2040,0.26,0.4,0.22,0.12
287,2040,0.37,0.25,0.2,0.18
288,2040,0.26,0.29,0.27,0.18
289,2040,0.2,0.16,0.28,0.36
290,2040,0.29,0.29,0.23,0.18
291,2040,0.43,0.22,0.22,0.13
292,2040,0.23,0.34,0.3,0.13
293,2040,0.22,0.37,0.24,0.17
294,2040,0.25,0.29,0.23,0.23
295,2040,0.24,0.23,0.3,0.23
296,2040,0.33,0.3,0.22,0.15
297,2040,0.16,0.31,0.36,0.17
298,2040,0.41,0.32,0.17,0.1
299,2040,0.46,0.31,0.18,0.05
300,2040,0.28,0.19,0.16,0.37
301,2040,0.1,0.17,0.36,0.37
302,2040,0.12,0.22,0.31,0.35
303,2040,0.23,0.16,0.31,0.31
304,2040,0.23,0.32,0.24,0.21
305,2040,0.11,0.21,0.2,0.48
306,2040,0.16,0.14,0.31,0.39
307,2040,0.23,0.12,0.25,0.4
308,2040,0.15,0.23,0.3,0.32
309,2040,0.31,0.25,0.22,0.22
310,2040,0.17,0.18,0.22,0.43
311,2040,0.09,0.16,0.34,0.41
312,2040,0.15,0.27,0.13,0.45
313,2040,0.19,0.24,0.19,0.38
314,2040,0.09,0.25,0.39,0.27
315,2040,0.3,0.19,0.24,0.27
316,2040,0.45,0.38,0.12,0.05
317,2040,0.21,0.27,0.34,0.18
318,2040,0.51,0.26,0.18,0.05
319,2040,0.1,0.22,0.3,0.38
320,2040,0.12,0.26,0.3,0.32
321,2040,0.16,0.25,0.38,0.21
322,2040,0.21,0.2,0.36,0.23
323,2040,0.04,0.03,0.16,0.77
324,2040,0.17,0.21,0.25,0.37
325,2040,0.13,0.21,0.28,0.38
326,2040,0.2,0.21,0.26,0.33
327,2040,0.23,0.23,0.34,0.2
328,2040,0.14,0.29,0.33,0.24
329,2040,0.11,0.35,0.35,0.18
330,2040,0.09,0.18,0.36,0.37
331,2040,0.55,0.2,0.17,0.08
332,2040,0.45,0.13,0.22,0.2
333,2040,0.72,0.1,0.13,0.05
334,2040,0.18,0.31,0.25,0.26
335,2040,0.15,0.25,0.39,0.21
336,2040,0.14,0.23,0.29,0.34
337,2040,0.27,0.26,0.27,0.2
338,2040,0.3,0.31,0.23,0.16
339,2040,0.05,0.25,0.28,0.42
340,2040,0.16,0.2,0.34,0.3
341,2040,0.21,0.19,0.23,0.37
342,2040,0.15,0.24,0.24,0.37
343,2040,0.22,0.17,0.25,0.36
344,2040,0.14,0.46,0.3,0.1
345,2040,0.31,0.34,0.2,0.15
346,2040,0.29,0.36,0.25,0.1
347,2040,0.13,0.35,0.21,0.31
348,2040,0.4,0.38,0.16,0.06
349,2040,0.4,0.33,0.17,0.1
350,2040,0.51,0.26,0.09,0.14
351,2040,0.31,0.24,0.25,0.2
352,2040,0.15,0.21,0.3,0.34
353,2040,0.18,0.23,0.22,0.37
354,2040,0.12,0.32,0.27,0.29
355,2040,0.19,0.27,0.29,0.25
356,2040,0.17,0.33,0.32,0.18
357,2040,0.2,0.44,0.16,0.2
358,2040,0.22,0.19,0.36,0.23
359,2040,0.22,0.26,0.2,0.32
360,2040,0.13,0.27,0.3,0.3
361,2040,0.3,0.13,0.22,0.35
362,2040,0.16,0.18,0.37,0.29
363,2040,0.2,0.18,0.25,0.37
364,2040,0.39,0.28,0.19,0.14
365,2040,0.13,0.27,0.29,0.31
366,2040,0.08,0.25,0.31,0.36
367,2040,0.18,0.2,0.39,0.23
368,2040,0.14,0.19,0.3,0.37
369,2040,0.28,0.32,0.24,0.16
370,2040,0.18,0.36,0.26,0.2
371,2040,0.24,0.36,0.33,0.07
372,2040,0.16,0.16,0.32,0.36
373,2040,0.21,0.23,0.32,0.24
374,2040,0.12,0.27,0.26,0.35
375,2040,0.32,0.36,0.17,0.15
376,2040,0.2,0.24,0.29,0.27
377,2040,0.45,0.37,0.14,0.04
378,2040,0.08,0.19,0.4,0.33
379,2040,0.22,0.22,0.27,0.29
380,2040,0.12,0.24,0.31,0.33
381,2040,0.16,0.34,0.27,0.23
382,2040,0.18,0.26,0.26,0.3
383,2040,0.09,0.15,0.26,0.5
384,2040,0.02,0.18,0.32,0.48
385,2040,0.09,0.24,0.22,0.45
386,2040,0.27,0.25,0.32,0.16
387,2040,0.42,0.27,0.26,0.05
388,2040,0.27,0.36,0.2,0.17
389,2040,0.2,0.21,0.32,0.27
390,2040,0.16,0.34,0.21,0.29
391,2040,0.53,0.13,0.23,0.11
392,2040,0.17,0.32,0.34,0.17
393,2040,0.25,0.17,0.28,0.3
394,2040,0.14,0.22,0.29,0.35
395,2040,0.14,0.35,0.35,0.16
396,2040,0.42,0.27,0.23,0.08
397,2040,0.32,0.23,0.23,0.22
398,2040,0.18,0.35,0.26,0.21
399,2040,0.39,0.16,0.25,0.2
400,2040,0.09,0.24,0.33,0.34
401,2040,0.09,0.09,0.27,0.55
402,2040,0.11,0.28,0.26,0.35
403,2040,0.22,0.24,0.27,0.27
404,2040,0.12,0.23,0.38,0.27
405,2040,0.23,0.24,0.3,0.23
406,2040,0.56,0.24,0.14,0.06
407,2040,0.28,0.41,0.19,0.12
408,2040,0.17,0.25,0.26,0.32
409,2040,0.38,0.21,0.22,0.19
410,2040,0.36,0.26,0.27,0.11
411,2040,0.29,0.38,0.19,0.14
412,2040,0.44,0.37,0.16,0.03
413,2040,0.19,0.39,0.27,0.15
414,2040,0.13,0.28,0.32,0.27
415,2040,0.38,0.39,0.15,0.08
416,2040,0.28,0.29,0.28,0.15
417,2040,0.63,0.35,0.02,0
418,2040,0.39,0.25,0.25,0.11
419,2040,0.3,0.31,0.21,0.18
420,2040,0.18,0.4,0.32,0.1
421,2040,0.35,0.22,0.24,0.19
422,2040,0.25,0.25,0.31,0.19
423,2040,0.23,0.24,0.26,0.26
424,2040,0.22,0.29,0.25,0.24
425,2040,0.42,0.38,0.14,0.06
426,2040,0.6,0.18,0.18,0.04
427,2040,0.3,0.38,0.22,0.1
428,2040,0.41,0.41,0.16,0.03
429,2040,0.29,0.16,0.3,0.25
430,2040,0.35,0.32,0.18,0.15
431,2040,0.18,0.27,0.34,0.21
432,2040,0.25,0.38,0.21,0.16
433,2040,0.53,0.19,0.13,0.15
434,2040,0.1,0.24,0.34,0.32
435,2040,0.18,0.49,0.24,0.09
436,2040,0.15,0.17,0.38,0.3
437,2040,0.11,0.27,0.3,0.32
438,2040,0.14,0.29,0.36,0.21
439,2040,0.34,0.3,0.31,0.05
440,2040,0.36,0.26,0.32,0.06
441,2040,0.29,0.17,0.29,0.25
442,2040,0.17,0.23,0.41,0.19
443,2040,0.21,0.34,0.23,0.22
444,2040,0.33,0.35,0.17,0.15
445,2040,0.6,0.23,0.13,0.04
446,2040,0.53,0.36,0.09,0.02
447,2040,0.45,0.27,0.22,0.06
448,2040,0.37,0.34,0.24,0.05
449,2040,0.2,0.37,0.25,0.18
450,2040,0.34,0.28,0.3,0.08
451,2040,0.37,0.26,0.27,0.1
452,2040,0.31,0.24,0.28,0.17
453,2040,0.42,0.3,0.18,0.1
454,2040,0.46,0.24,0.14,0.16
455,2040,0.57,0.32,0.09,0.02
456,2040,0.23,0.19,0.23,0.35
457,2040,0.32,0.26,0.2,0.22
458,2040,0.39,0.28,0.2,0.13
459,2040,0.28,0.23,0.21,0.28
1,2045,0.16,0.24,0.3,0.3
2,2045,0.24,0.21,0.28,0.28
3,2045,0.17,0.2,0.38,0.25
4,2045,0.12,0.16,0.2,0.52
5,2045,0.15,0.2,0.4,0.25
6,2045,0.2,0.34,0.35,0.11
7,2045,0.3,0.42,0.21,0.07
8,2045,0.34,0.35,0.24,0.07
9,2045,0.48,0.25,0.22,0.05
10,2045,0.44,0.35,0.16,0.05
11,2045,0.33,0.26,0.22,0.19
12,2045,0.34,0.31,0.29,0.06
13,2045,0.25,0.26,0.29,0.2
14,2045,0.37,0.28,0.23,0.12
15,2045,0.3,0.24,0.26,0.2
16,2045,0.44,0.23,0.23,0.1
17,2045,0.32,0.21,0.25,0.22
18,2045,0.34,0.35,0.2,0.11
19,2045,0.31,0.17,0.18,0.34
20,2045,0.34,0.27,0.23,0.16
21,2045,0.14,0.16,0.19,0.51
22,2045,0.18,0.32,0.25,0.25
23,2045,0.08,0.32,0.25,0.35
24,2045,0.24,0.24,0.27,0.25
25,2045,0.17,0.21,0.33,0.29
26,2045,0.22,0.27,0.2,0.31
27,2045,0.34,0.34,0.28,0.04
28,2045,0.25,0.38,0.3,0.07
29,2045,0.35,0.35,0.22,0.08
30,2045,0.36,0.25,0.2,0.19
31,2045,0.25,0.19,0.28,0.28
32,2045,0.09,0.14,0.22,0.55
33,2045,0.36,0.27,0.21,0.16
34,2045,0.33,0.18,0.24,0.25
35,2045,0.26,0.18,0.2,0.36
36,2045,0.44,0.2,0.22,0.14
37,2045,0.06,0.14,0.27,0.53
38,2045,0.26,0.19,0.22,0.33
39,2045,0.05,0.12,0.21,0.62
40,2045,0.09,0.17,0.38,0.36
41,2045,0.16,0.16,0.23,0.45
42,2045,0.09,0.15,0.24,0.52
43,2045,0.2,0.21,0.3,0.3
44,2045,0.14,0.25,0.24,0.37
45,2045,0.11,0.35,0.31,0.23
46,2045,0.22,0.36,0.27,0.15
47,2045,0.27,0.27,0.26,0.2
48,2045,0.47,0.24,0.13,0.16
49,2045,0.16,0.18,0.25,0.41
50,2045,0.13,0.18,0.3,0.39
51,2045,0.17,0.22,0.28,0.33
52,2045,0.47,0.29,0.18,0.06
53,2045,0.33,0.28,0.21,0.18
54,2045,0.58,0.24,0.12,0.06
55,2045,0.36,0.33,0.18,0.13
56,2045,0.29,0.26,0.26,0.19
57,2045,0.13,0.22,0.28,0.37
58,2045,0.31,0.31,0.25,0.13
59,2045,0.25,0.31,0.24,0.2
60,2045,0.26,0.21,0.23,0.3
61,2045,0.36,0.29,0.21,0.14
62,2045,0.22,0.28,0.24,0.26
63,2045,0.34,0.29,0.2,0.17
64,2045,0.41,0.28,0.21,0.1
65,2045,0.21,0.22,0.27,0.3
66,2045,0.29,0.38,0.23,0.1
67,2045,0.12,0.36,0.28,0.24
68,2045,0.56,0.18,0.16,0.1
69,2045,0.23,0.22,0.35,0.2
70,2045,0.48,0.25,0.17,0.1
71,2045,0.33,0.35,0.21,0.11
72,2045,0.34,0.16,0.31,0.19
73,2045,0.24,0.1,0.3,0.36
74,2045,0.2,0.11,0.12,0.57
75,2045,0.03,0.05,0.23,0.69
76,2045,0.15,0.09,0.1,0.66
77,2045,0.33,0.09,0.16,0.42
78,2045,0.51,0,0.24,0.25
79,2045,0.39,0.11,0.26,0.24
80,2045,0.02,0.11,0.48,0.39
81,2045,0.2,0.2,0.12,0.48
82,2045,0.18,0.33,0.34,0.15
83,2045,0.2,0.1,0.26,0.44
84,2045,0.27,0.17,0.27,0.29
85,2045,0.23,0.22,0.22,0.33
86,2045,0.05,0.11,0.24,0.6
87,2045,0.13,0.17,0.28,0.42
88,2045,0.14,0.1,0.17,0.59
89,2045,0.19,0.11,0.22,0.48
90,2045,0.2,0.22,0.15,0.43
91,2045,0.14,0.21,0.29,0.36
92,2045,0.08,0.19,0.16,0.57
93,2045,0.08,0.09,0.32,0.51
94,2045,0.11,0.21,0.35,0.33
95,2045,0.19,0.22,0.25,0.34
96,2045,0.15,0.17,0.27,0.41
97,2045,0.28,0.23,0.23,0.26
98,2045,0.1,0.19,0.23,0.48
99,2045,0.25,0.2,0.27,0.28
100,2045,0.15,0.19,0.31,0.35
101,2045,0.21,0.27,0.19,0.33
102,2045,0.15,0.11,0.11,0.63
103,2045,0.17,0.08,0.16,0.59
104,2045,0.08,0.1,0.18,0.64
105,2045,0.05,0.08,0.17,0.7
106,2045,0.09,0.21,0.33,0.37
107,2045,0.3,0.32,0.21,0.17
